name,categories,address,lat,lng,distance,city
Book and Paper,Bookstore,36 Douglas Pde.,-37.85779,144.89799,10977,Williamstown
Art Book Fair,Bookstore,NGV Hall,-37.822436,144.969346,7090,Melbourne
Bookhouse,Bookstore,137 Fitzroy St,-37.85924710795372,144.9784987870557,4017,St Kilda
2nd book shop,Bookstore,,-37.816244,144.968586,7668,
Grant's Bookshop,Bookstore,,-37.855404,145.01806,1748,
Syber's Books,Bookstore,668 Glenhuntly Rd,-37.886503,145.01761,1783,Caulfield
Out Of Print Books,Bookstore,,-37.886830880867514,145.0203238340852,1786,
Second Hands Book,Bookstore,,-37.81507925425275,144.96803770145902,7800,
the book grocer,Bookstore,452 Sydney Road,-37.772369384765625,144.96495056152344,12046,
Book Affair,Bookstore,,-37.775397,144.960742,11902,
Motor Book World,Bookstore,243 Canterbury Road,-37.82531517663253,145.09208500385284,7989,Canterbury
The Book Grocer,Bookstore,263 High St.,-37.77264,144.99812,11126,Northcote
ACU Book Store,College Bookstore,,-37.807676,144.978315,8002,Fitzroy
Sunflower Bookshop,Bookstore,434 Glenhuntly Rd,-37.88518,145.00646,2090,Elsternwick
The Book Grocer,Bookstore,,-37.81669,144.89159,12935,Yarraville
Chai Jewish Books & Judaica Outlet,Bookstore,285A Carlisle Street,-37.8692213959954,144.99633014202118,2245,Balaclava
Avenue Bookstore,Bookstore,457 Glen Huntly Rd.,-37.88499,145.006622,2064,Elsternwick
The Book Grocer,Bookstore,452 Sydney Rd.,-37.76746,144.96228,12641,Brunswick
Victoria University Book Shop,College Bookstore,"Footscray Park Campus, Ballarat Rd",-37.793017314047184,144.89974780538554,10279,Footscray
Federation Square Book Market,Bookstore,Federation Square,-37.81722927084524,144.96933978173965,13442,Melbourne
Book and Paper,Bookstore,36 Douglas Pde.,-37.85779,144.89799,6054,Williamstown
The Book Grocer,Bookstore,,-37.81669,144.89159,7797,Yarraville
The Book Grocer,Bookstore,455 Bourke Street,-37.81527,144.96054,12838,Melbourne
Seddon Book Alley,Bookstore,82 Charles St.,-37.80642,144.89109,8631,Footscray
The Book Grocer,Bookstore,201 Spencer St.,-37.81639,144.95261,12161,Docklands
Book Grocer,Bookstore,206 Bourke St,-37.81291,144.96702,13465,Melbourne
The Book Grocer,Bookstore,165 Swanston Street,-37.813913,144.965694,13311,Melbourne
The Book Grocer,Bookstore,287 Little Collins St,-37.814927,144.965139,13217,Melbourne
Book Grocer,Bookstore,Puckle street,-37.766983,144.922264,13787,Moonee Ponds
Book Planet,Bookstore,608 Ferntree Gully Rd,-37.9045899741834,145.16252517700195,29497,Wheelers Hill
The Book Grocer,Bookstore,140 Bourke St,-37.812641,144.969259,13655,Melbourne
Book Frenzy,Bookstore,"500 Chapel St, South Yarra VIC 3141",-37.842818,144.995101,14750,South Yarra
Book Affair,Bookstore,Elgin Street,-37.797352770545274,144.9693607283613,14501,Carlton
The Book Grocer,Bookstore,464 Collins St,-37.81787788882015,144.95883841007142,12575,Melbourne
The Book Grocer,Bookstore,415 Elizabeth St.,-37.80918,144.96056,13159,Melbourne
The Book Grocer,Bookstore,286 Brunswick Street,-37.7989,144.9786,15105,Fitzroy
Book Affair,Bookstore,,-37.775397,144.960742,15373,
Book Affair,Bookstore,287 Smith St,-37.80027,144.9839,15435,Fitzroy
The Book Grocer,Bookstore,147-149 Russell St,-37.81300678505016,144.9682491466126,13557,Melbourne
The Book Grocer,Bookstore,,-37.837622,144.995999,14945,South Yarra
the book grocer,Bookstore,452 Sydney Road,-37.772369384765625,144.96495056152344,15873,
The Book Grocer,Bookstore,452 Sydney Rd.,-37.76746,144.96228,16072,Brunswick
Inspiration Adult Book Store,Bookstore,,-37.85731200596345,144.99152721071488,14226,
2nd book shop,Bookstore,,-37.816244,144.968586,13427,
Second Hands Book,Bookstore,,-37.81507925425275,144.96803770145902,13439,
Art Book Fair,Bookstore,NGV Hall,-37.822436,144.969346,13212,Melbourne
Thesaurus Books,Bookstore,29 Church St,-37.91312,144.99373,15253,Brighton
Enchanted By Books,Bookstore,30 Ferguson St,-37.85898,144.90015,6220,Williamstown
Gold's Book and Gift Company,Bookstore,3-13R William Street,-37.869441,144.993731,14377,Melbourne
ACU Book Store,College Bookstore,,-37.807676,144.978315,14615,Fitzroy
Seagulls Bookshop,Bookstore,141 Nelson Place,-37.86281,144.904585,6560,Melbourne
The Book Grocer,Bookstore,263 High St.,-37.77264,144.99812,18138,Northcote
Books N  Gifts Station,Bookstore,,-37.81401,144.93791,11172,
Blue Guitar Book Shop,Bookstore,,-37.77357,144.971315,16209,
Niddrie Arcade Book Exchange & Stamp Shop,Bookstore,334 Keilor Rd,-37.73701198000026,144.89168705071918,15471,Niddrie
Williamstown Books,Bookstore,,-37.857543238071294,144.89755712786442,6021,Williamstown
Book Planet,Bookstore,608 Ferntree Gully Rd,-37.9045899741834,145.16252517700195,11743,Wheelers Hill
Federation Square Book Market,Bookstore,Federation Square,-37.81722927084524,144.96933978173965,18281,Melbourne
Dirt Cheap Books,Bookstore,,-37.958658,145.055311,931,Cheltenham
All Books 4 Less,Bookstore,,-37.958242320749946,145.05351777149912,981,
Thesaurus Books,Bookstore,29 Church St,-37.91312,144.99373,8039,Brighton
Dirt Cheap Books,Bookstore,,-37.97593539521932,145.06659546218842,1441,
Mountain Books,Bookstore,,-37.98350397458091,145.06480247700406,2039,Mentone
Beaumaris Books,Bookstore,,-37.98620907832441,145.0342037415323,2793,
Monash Book And Merchandise Store,College Bookstore,,-37.912135,145.133526,9230,Clayton
Victoria University Book Shop,College Bookstore,"Footscray Park Campus, Ballarat Rd",-37.793017314047184,144.89974780538554,23674,Footscray
Book Frenzy,Bookstore,"500 Chapel St, South Yarra VIC 3141",-37.842818,144.995101,14782,South Yarra
The Campus Bookstore,College Bookstore,488 South Road,-37.93621000791059,145.05096673965454,3443,Moorabbin
The Book Grocer,Bookstore,,-37.837622,144.995999,15298,South Yarra
Benns' Bookshop,Bookstore,,-37.91857822244426,145.04000071720458,5543,Bentleigh
Gold's Book and Gift Company,Bookstore,3-13R William Street,-37.869441,144.993731,12108,Melbourne
Inspiration Adult Book Store,Bookstore,,-37.85731200596345,144.99152721071488,13412,
Ulysses bookstore,Bookstore,35 Melrose street,-37.94953191252491,145.0037990091408,4872,Sandringham
The Book Grocer,Bookstore,455 Bourke Street,-37.81527,144.96054,18807,Melbourne
Book Grocer,Bookstore,206 Bourke St,-37.81291,144.96702,18803,Melbourne
Book and Paper,Bookstore,36 Douglas Pde.,-37.85779,144.89799,18363,Williamstown
The Book Grocer,Bookstore,165 Swanston Street,-37.813913,144.965694,18750,Melbourne
The Book Grocer,Bookstore,287 Little Collins St,-37.814927,144.965139,18668,Melbourne
The Book Grocer,Bookstore,140 Bourke St,-37.812641,144.969259,18751,Melbourne
Armina Books,Bookstore,7 Audsley Street,-37.93124,145.12185,7113,Clayton South
The Book Grocer,Bookstore,201 Spencer St.,-37.81639,144.95261,19014,Docklands
Book Affair,Bookstore,287 Smith St,-37.80027,144.9839,19575,Fitzroy
The Book Grocer,Bookstore,286 Brunswick Street,-37.7989,144.9786,19872,Fitzroy
Deakin University Building H (Business & Law and MIBT Book Shop),College Bookstore,"Building H, 221 Burwood Highway",-37.84882390258912,145.11473959242863,14173,Burwood
Motor Book World,Bookstore,243 Canterbury Road,-37.82531517663253,145.09208500385284,16111,Canterbury
Hyer Discount Books & DVDs,Bookstore,Shop 59 Centro Shopping Ctr Station St,-37.900612,145.090369,8027,Oakleigh
Thesaraus Books,College Bookstore,,-37.91316405346006,144.9935499707919,8046,
Book Affair,Bookstore,Elgin Street,-37.797352770545274,144.9693607283613,20319,Carlton
Dirt Cheap Books,Bookstore,,-37.899339,145.090049,8147,Oakleigh
The Book Grocer,Bookstore,464 Collins St,-37.81787788882015,144.95883841007142,18614,Melbourne
The Book Grocer,Bookstore,147-149 Russell St,-37.81300678505016,144.9682491466126,18750,Melbourne
The Book Grocer,Bookstore,415 Elizabeth St.,-37.80918,144.96056,19418,Melbourne
Sinbad Books,Bookstore,21a Koornang Rd,-37.88513,145.05762,9118,Carnegie
Book Planet,Bookstore,608 Ferntree Gully Rd,-37.9045899741834,145.16252517700195,13758,Wheelers Hill
Federation Square Book Market,Bookstore,Federation Square,-37.81722927084524,144.96933978173965,14060,Melbourne
Good News Book House,Bookstore,1027 Whitehorse Road,-37.818128338676956,145.12518714621137,3708,Box Hill
Motor Book World,Bookstore,243 Canterbury Road,-37.82531517663253,145.09208500385284,5302,Canterbury
adventist Book Centre,Bookstore,,-37.824233,145.166771,5787,
Victoria University Book Shop,College Bookstore,"Footscray Park Campus, Ballarat Rd",-37.793017314047184,144.89974780538554,19735,Footscray
The Book Grocer,Bookstore,263 High St.,-37.77264,144.99812,11144,Northcote
Book Affair,Bookstore,287 Smith St,-37.80027,144.9839,12429,Fitzroy
Book Frenzy,Bookstore,"500 Chapel St, South Yarra VIC 3141",-37.842818,144.995101,13032,South Yarra
Deakin University Building H (Business & Law and MIBT Book Shop),College Bookstore,"Building H, 221 Burwood Highway",-37.84882390258912,145.11473959242863,7168,Burwood
The Book Grocer,Bookstore,286 Brunswick Street,-37.7989,144.9786,12872,Fitzroy
The Book Grocer,Bookstore,,-37.837622,144.995999,12686,South Yarra
Book Grocer,Bookstore,206 Bourke St,-37.81291,144.96702,14143,Melbourne
Book Affair,Bookstore,Elgin Street,-37.797352770545274,144.9693607283613,13661,Carlton
the book grocer,Bookstore,452 Sydney Road,-37.772369384765625,144.96495056152344,14048,
The Book Grocer,Bookstore,455 Bourke Street,-37.81527,144.96054,14758,Melbourne
The Book Grocer,Bookstore,140 Bourke St,-37.812641,144.969259,13945,Melbourne
The Book Grocer,Bookstore,165 Swanston Street,-37.813913,144.965694,14282,Melbourne
Book Affair,Bookstore,,-37.775397,144.960742,14388,
Books & more,Bookstore,270 Canterbury Road forest hill,-37.83549663082094,145.16467094421387,6686,
The Book Grocer,Bookstore,287 Little Collins St,-37.814927,144.965139,14355,Melbourne
The Book Grocer,Bookstore,452 Sydney Rd.,-37.76746,144.96228,14346,Brunswick
Xin Hua Bookstore,Bookstore,543 Station St,-37.820466,145.1233,3967,Box Hill
Urartu Books,Bookstore,,-37.818376,145.120444,3746,Box Hill
Xinhua Bookstore Box Hill,Bookstore,,-37.820462,145.123425,3966,
The Book Grocer,Bookstore,201 Spencer St.,-37.81639,144.95261,15465,Docklands
The Book Grocer,Bookstore,147-149 Russell St,-37.81300678505016,144.9682491466126,14040,Melbourne
The Book Grocer,Bookstore,415 Elizabeth St.,-37.80918,144.96056,14616,Melbourne
Blue Guitar Book Shop,Bookstore,,-37.77357,144.971315,13478,
The Book Grocer,Bookstore,464 Collins St,-37.81787788882015,144.95883841007142,14972,Melbourne
ACU Book Store,College Bookstore,,-37.807676,144.978315,13051,Fitzroy
Inspiration Adult Book Store,Bookstore,,-37.85731200596345,144.99152721071488,14159,
McLeods Books,Bookstore,,-37.82054634477679,145.17608227097003,6076,
Book Grocer,Bookstore,Puckle street,-37.766983,144.922264,17847,Moonee Ponds
Canterbury Books,Bookstore,,-37.824355,145.081599,5758,
2nd book shop,Bookstore,,-37.816244,144.968586,14096,
Second Hands Book,Bookstore,,-37.81507925425275,144.96803770145902,14112,
Monash Book And Merchandise Store,College Bookstore,,-37.912135,145.133526,14196,Clayton
All Books 4 Less,Bookstore,Warringal Shopping Centre,-37.75526531027616,145.07095693582673,5699,Heidelberg
Victoria University Book Shop,College Bookstore,"Footscray Park Campus, Ballarat Rd",-37.793017314047184,144.89974780538554,978,Footscray
Seddon Book Alley,Bookstore,82 Charles St.,-37.80642,144.89109,1148,Footscray
The Book Grocer,Bookstore,,-37.81669,144.89159,1946,Yarraville
Federation Square Book Market,Bookstore,Federation Square,-37.81722927084524,144.96933978173965,6125,Melbourne
Book Grocer,Bookstore,Puckle street,-37.766983,144.922264,4216,Moonee Ponds
The Book Grocer,Bookstore,455 Bourke Street,-37.81527,144.96054,5321,Melbourne
The Book Grocer,Bookstore,201 Spencer St.,-37.81639,144.95261,4700,Docklands
Book Grocer,Bookstore,206 Bourke St,-37.81291,144.96702,5807,Melbourne
The Book Grocer,Bookstore,165 Swanston Street,-37.813913,144.965694,5719,Melbourne
Book Affair,Bookstore,,-37.775397,144.960742,5884,
The Book Grocer,Bookstore,287 Little Collins St,-37.814927,144.965139,5700,Melbourne
Book Affair,Bookstore,Elgin Street,-37.797352770545274,144.9693607283613,5891,Carlton
Book and Paper,Bookstore,36 Douglas Pde.,-37.85779,144.89799,6276,Williamstown
the book grocer,Bookstore,452 Sydney Road,-37.772369384765625,144.96495056152344,6374,
The Book Grocer,Bookstore,140 Bourke St,-37.812641,144.969259,5993,Melbourne
The Book Grocer,Bookstore,415 Elizabeth St.,-37.80918,144.96056,5169,Melbourne
The Book Grocer,Bookstore,286 Brunswick Street,-37.7989,144.9786,6692,Fitzroy
The Book Grocer,Bookstore,452 Sydney Rd.,-37.76746,144.96228,6477,Brunswick
The Book Grocer,Bookstore,464 Collins St,-37.81787788882015,144.95883841007142,5271,Melbourne
Book Affair,Bookstore,287 Smith St,-37.80027,144.9839,7153,Fitzroy
The Book Grocer,Bookstore,147-149 Russell St,-37.81300678505016,144.9682491466126,5914,Melbourne
Burning Books,Bookstore,,-37.803529,144.892964,875,
Book Frenzy,Bookstore,"500 Chapel St, South Yarra VIC 3141",-37.842818,144.995101,9344,South Yarra
Second Hands Book,Bookstore,,-37.81507925425275,144.96803770145902,5950,
Blue Guitar Book Shop,Bookstore,,-37.77357,144.971315,6799,
2nd book shop,Bookstore,,-37.816244,144.968586,6031,
Book Planet,Bookstore,608 Ferntree Gully Rd,-37.9045899741834,145.16252517700195,25566,Wheelers Hill
The Book Grocer,Bookstore,263 High St.,-37.77264,144.99812,8998,Northcote
The Book Grocer,Bookstore,,-37.837622,144.995999,9144,South Yarra
Art Book Fair,Bookstore,NGV Hall,-37.822436,144.969346,6315,Melbourne
ACU Book Store,College Bookstore,,-37.807676,144.978315,6695,Fitzroy
Books N  Gifts Station,Bookstore,,-37.81401,144.93791,3403,
Niddrie Arcade Book Exchange & Stamp Shop,Bookstore,334 Keilor Rd,-37.73701198000026,144.89168705071918,7244,Niddrie
The Sun Bookshop,Bookstore,10 Ballarat Street,-37.81603592782912,144.89099167758232,1910,Yarraville
Inspiration Adult Book Store,Bookstore,,-37.85731200596345,144.99152721071488,9986,
oak st book shop,Bookstore,,-37.722628,144.923902,8980,
Wayward Books,College Bookstore,172 Bellair St,-37.79357,144.92998,2566,Melbourne
Book Planet,Bookstore,608 Ferntree Gully Rd,-37.9045899741834,145.16252517700195,2769,Wheelers Hill
Dymock's Booksellers,Bookstore,,-37.877896,145.166445,369,
Robinsons Bookshop,Bookstore,The Glen Shopping Centre,-37.875887,145.166313,519,Glen Waverley
Monash Book And Merchandise Store,College Bookstore,,-37.912135,145.133526,4437,Clayton
Federation Square Book Market,Bookstore,Federation Square,-37.81722927084524,144.96933978173965,18383,Melbourne
adventist Book Centre,Bookstore,,-37.824233,145.166771,6185,
Deakin University Building H (Business & Law and MIBT Book Shop),College Bookstore,"Building H, 221 Burwood Highway",-37.84882390258912,145.11473959242863,5455,Burwood
Good News Book House,Bookstore,1027 Whitehorse Road,-37.818128338676956,145.12518714621137,7616,Box Hill
Books & more,Bookstore,270 Canterbury Road forest hill,-37.83549663082094,145.16467094421387,4924,
Motor Book World,Bookstore,243 Canterbury Road,-37.82531517663253,145.09208500385284,8686,Canterbury
Eastend Booksellers PTY LTD,Bookstore,,-37.89927673339844,145.13902282714844,3025,
Matilda's Books,Bookstore,15 Hamilton Pl.,-37.8761116,145.1276219,3128,Mt Waverley
Book Frenzy,Bookstore,"500 Chapel St, South Yarra VIC 3141",-37.842818,144.995101,15311,South Yarra
Victoria University Book Shop,College Bookstore,"Footscray Park Campus, Ballarat Rd",-37.793017314047184,144.89974780538554,25070,Footscray
Mt Waverley Bookshop,Bookstore,,-37.88285738488008,145.1274555714001,3136,
The Book Grocer,Bookstore,,-37.837622,144.995999,15401,South Yarra
Co-Op Bookshop,College Bookstore,Monash University,-37.911937596894646,145.13299942016602,4447,Clayton
Book Affair,Bookstore,287 Smith St,-37.80027,144.9839,18053,Fitzroy
Book Grocer,Bookstore,206 Bourke St,-37.81291,144.96702,18758,Melbourne
McLeods Books,Bookstore,,-37.82054634477679,145.17608227097003,6687,
Thesaurus Books,Bookstore,29 Church St,-37.91312,144.99373,15321,Brighton
The Book Grocer,Bookstore,455 Bourke Street,-37.81527,144.96054,19182,Melbourne
Inspiration Adult Book Store,Bookstore,,-37.85731200596345,144.99152721071488,15267,
The Book Grocer,Bookstore,286 Brunswick Street,-37.7989,144.9786,18534,Fitzroy
The Book Grocer,Bookstore,165 Swanston Street,-37.813913,144.965694,18821,Melbourne
Monash University Bookshop Clayton,College Bookstore,"Campus Centre, Building 10 (Ground Floor)",-37.91231306997665,145.1334233387344,4459,Clayton
The Book Grocer,Bookstore,140 Bourke St,-37.812641,144.969259,18590,Melbourne
DUSA Business And Law Bookstore,College Bookstore,221,-37.85108282589254,145.10831731589124,5761,Burwood
Gold's Book and Gift Company,Bookstore,3-13R William Street,-37.869441,144.993731,14911,Melbourne
The Book Grocer,Bookstore,287 Little Collins St,-37.814927,144.965139,18823,Melbourne
Book Affair,Bookstore,Elgin Street,-37.797352770545274,144.9693607283613,19330,Carlton
The Book Grocer,Bookstore,263 High St.,-37.77264,144.99812,18764,Northcote
Belgrave Book Barn,Bookstore,,-37.91007901153421,145.35272191626504,17011,Belgrave
The Book Grocer,Bookstore,201 Spencer St.,-37.81639,144.95261,19786,Docklands
The Book Grocer,Bookstore,147-149 Russell St,-37.81300678505016,144.9682491466126,18655,Melbourne
Belgrave Book Barn,Bookstore,Burwood Highway,-37.90946232077751,145.35263007550097,16989,Belgrave
Book Grocer,Bookstore,Puckle street,-37.766983,144.922264,288,Moonee Ponds
Victoria University Book Shop,College Bookstore,"Footscray Park Campus, Ballarat Rd",-37.793017314047184,144.89974780538554,3469,Footscray
Federation Square Book Market,Bookstore,Federation Square,-37.81722927084524,144.96933978173965,7211,Melbourne
Book Affair,Bookstore,,-37.775397,144.960742,3798,
The Book Grocer,Bookstore,452 Sydney Rd.,-37.76746,144.96228,3789,Brunswick
the book grocer,Bookstore,452 Sydney Road,-37.772369384765625,144.96495056152344,4083,
Collins Booksellers,Bookstore,67 Puckle St,-37.76699,144.92232,293,Moonee Ponds
Book Affair,Bookstore,Elgin Street,-37.797352770545274,144.9693607283613,5626,Carlton
The Book Grocer,Bookstore,455 Bourke Street,-37.81527,144.96054,6583,Melbourne
The Book Grocer,Bookstore,,-37.81669,144.89159,6152,Yarraville
Book Grocer,Bookstore,206 Bourke St,-37.81291,144.96702,6707,Melbourne
The Book Grocer,Bookstore,286 Brunswick Street,-37.7989,144.9786,6381,Fitzroy
Niddrie Arcade Book Exchange & Stamp Shop,Bookstore,334 Keilor Rd,-37.73701198000026,144.89168705071918,4031,Niddrie
The Book Grocer,Bookstore,201 Spencer St.,-37.81639,144.95261,6336,Docklands
Blue Guitar Book Shop,Bookstore,,-37.77357,144.971315,4658,
The Book Grocer,Bookstore,165 Swanston Street,-37.813913,144.965694,6723,Melbourne
Book Affair,Bookstore,287 Smith St,-37.80027,144.9839,6851,Fitzroy
The Book Grocer,Bookstore,140 Bourke St,-37.812641,144.969259,6810,Melbourne
The Book Grocer,Bookstore,287 Little Collins St,-37.814927,144.965139,6784,Melbourne
The Book Grocer,Bookstore,415 Elizabeth St.,-37.80918,144.96056,6031,Melbourne
The Book Grocer,Bookstore,263 High St.,-37.77264,144.99812,6979,Northcote
oak st book shop,Bookstore,,-37.722628,144.923902,4838,
Seddon Book Alley,Bookstore,82 Charles St.,-37.80642,144.89109,5143,Footscray
The Book Grocer,Bookstore,147-149 Russell St,-37.81300678505016,144.9682491466126,6784,Melbourne
The Book Grocer,Bookstore,464 Collins St,-37.81787788882015,144.95883841007142,6749,Melbourne
Book and Paper,Bookstore,36 Douglas Pde.,-37.85779,144.89799,10394,Williamstown
Book Frenzy,Bookstore,"500 Chapel St, South Yarra VIC 3141",-37.842818,144.995101,10850,South Yarra
Book Planet,Bookstore,608 Ferntree Gully Rd,-37.9045899741834,145.16252517700195,26375,Wheelers Hill
ACU Book Store,College Bookstore,,-37.807676,144.978315,6970,Fitzroy
Second Hands Book,Bookstore,,-37.81507925425275,144.96803770145902,6952,
2nd book shop,Bookstore,,-37.816244,144.968586,7084,
The Book Grocer,Bookstore,,-37.837622,144.995999,10451,South Yarra
Art Book Fair,Bookstore,NGV Hall,-37.822436,144.969346,7679,Melbourne
Robinsons Bookshops Highpoint,Bookstore,Rosamond Rd,-37.77558282969414,144.8883557193065,2923,Maribrynong
Wayward Books,College Bookstore,172 Bellair St,-37.79357,144.92998,3217,Melbourne
The Book Grocer,Bookstore,452 Sydney Rd.,-37.76746,144.96228,2509,Brunswick
Victoria University Book Shop,College Bookstore,"Footscray Park Campus, Ballarat Rd",-37.793017314047184,144.89974780538554,7803,Footscray
Federation Square Book Market,Bookstore,Federation Square,-37.81722927084524,144.96933978173965,8055,Melbourne
the book grocer,Bookstore,452 Sydney Road,-37.772369384765625,144.96495056152344,3049,
Book Affair,Bookstore,,-37.775397,144.960742,3401,
DARUSSALAM Islamic Bookstore,Bookstore,397 Sydney Road,-37.744392,144.966202,176,Coburg
Blue Guitar Book Shop,Bookstore,,-37.77357,144.971315,3241,
Book Grocer,Bookstore,Puckle street,-37.766983,144.922264,4439,Moonee Ponds
The Book Grocer,Bookstore,263 High St.,-37.77264,144.99812,4280,Northcote
Golden Bowl Books,Bookstore,Sydney Road,-37.747663,144.965703,322,Coburg
Book Affair,Bookstore,Elgin Street,-37.797352770545274,144.9693607283613,5847,Carlton
The Book Grocer,Bookstore,286 Brunswick Street,-37.7989,144.9786,6132,Fitzroy
Book Affair,Bookstore,287 Smith St,-37.80027,144.9839,6391,Fitzroy
Book Grocer,Bookstore,206 Bourke St,-37.81291,144.96702,7566,Melbourne
oak st book shop,Bookstore,,-37.722628,144.923902,4342,
The Book Grocer,Bookstore,455 Bourke Street,-37.81527,144.96054,7832,Melbourne
The Book Grocer,Bookstore,165 Swanston Street,-37.813913,144.965694,7675,Melbourne
The Book Grocer,Bookstore,140 Bourke St,-37.812641,144.969259,7544,Melbourne
The Book Grocer,Bookstore,287 Little Collins St,-37.814927,144.965139,7787,Melbourne
The Book Grocer,Bookstore,201 Spencer St.,-37.81639,144.95261,8016,Docklands
The Book Grocer,Bookstore,415 Elizabeth St.,-37.80918,144.96056,7154,Melbourne
Book Planet,Bookstore,608 Ferntree Gully Rd,-37.9045899741834,145.16252517700195,24887,Wheelers Hill
The Book Grocer,Bookstore,147-149 Russell St,-37.81300678505016,144.9682491466126,7581,Melbourne
The Book Grocer,Bookstore,,-37.81669,144.89159,10231,Yarraville
The Book Grocer,Bookstore,464 Collins St,-37.81787788882015,144.95883841007142,8129,Melbourne
Niddrie Arcade Book Exchange & Stamp Shop,Bookstore,334 Keilor Rd,-37.73701198000026,144.89168705071918,6455,Niddrie
Book Frenzy,Bookstore,"500 Chapel St, South Yarra VIC 3141",-37.842818,144.995101,11223,South Yarra
ACU Book Store,College Bookstore,,-37.807676,144.978315,7087,Fitzroy
IBC (Islamic Books & Clothing),Bookstore,207/211 Sydney Road,-37.758728010420455,144.96535406446293,1533,Coburg
The Book Grocer,Bookstore,,-37.837622,144.995999,10682,South Yarra
Second Hands Book,Bookstore,,-37.81507925425275,144.96803770145902,7810,
2nd book shop,Bookstore,,-37.816244,144.968586,7942,
Art Book Fair,Bookstore,NGV Hall,-37.822436,144.969346,8634,Melbourne
Seddon Book Alley,Bookstore,82 Charles St.,-37.80642,144.89109,9397,Footscray
Book and Paper,Bookstore,36 Douglas Pde.,-37.85779,144.89799,13847,Williamstown
Perimeter Books,Bookstore,748 High St,-37.755844,145.0013,3471,Thornbury
Fully Booked,Bookstore,,-37.75324825558141,145.00143704679917,3393,
Red Wheelbarrow Books,Bookstore,,-37.7752039147089,144.9712861461478,3420,
adventist Book Centre,Bookstore,,-37.824233,145.166771,853,
McLeods Books,Bookstore,,-37.82054634477679,145.17608227097003,77,
Book Planet,Bookstore,608 Ferntree Gully Rd,-37.9045899741834,145.16252517700195,9432,Wheelers Hill
Good News Book House,Bookstore,1027 Whitehorse Road,-37.818128338676956,145.12518714621137,4406,Box Hill
Books & more,Bookstore,270 Canterbury Road forest hill,-37.83549663082094,145.16467094421387,1914,
Federation Square Book Market,Bookstore,Federation Square,-37.81722927084524,144.96933978173965,18107,Melbourne
Motor Book World,Bookstore,243 Canterbury Road,-37.82531517663253,145.09208500385284,7329,Canterbury
Deakin University Building H (Business & Law and MIBT Book Shop),College Bookstore,"Building H, 221 Burwood Highway",-37.84882390258912,145.11473959242863,6183,Burwood
House Of Books,Bookstore,,-37.816061,145.194668,1779,Mitcham
Victoria University Book Shop,College Bookstore,"Footscray Park Campus, Ballarat Rd",-37.793017314047184,144.89974780538554,24418,Footscray
Monash Book And Merchandise Store,College Bookstore,,-37.912135,145.133526,10843,Clayton
Book Frenzy,Bookstore,"500 Chapel St, South Yarra VIC 3141",-37.842818,144.995101,16030,South Yarra
Xin Hua Bookstore,Bookstore,543 Station St,-37.820466,145.1233,4564,Box Hill
Xinhua Bookstore Box Hill,Bookstore,,-37.820462,145.123425,4553,
The Book Grocer,Bookstore,,-37.837622,144.995999,15872,South Yarra
Book Affair,Bookstore,287 Smith St,-37.80027,144.9839,16974,Fitzroy
robinsons bookshop eastland,Bookstore,,-37.814567,145.228963,4772,Ringwood
Urartu Books,Bookstore,,-37.818376,145.120444,4821,Box Hill
The Book Grocer,Bookstore,263 High St.,-37.77264,144.99812,16461,Northcote
The Book Grocer,Bookstore,286 Brunswick Street,-37.7989,144.9786,17457,Fitzroy
Book Grocer,Bookstore,206 Bourke St,-37.81291,144.96702,18327,Melbourne
Dymock's Booksellers,Bookstore,,-37.877896,145.166445,6441,
The Book Grocer,Bookstore,455 Bourke Street,-37.81527,144.96054,18886,Melbourne
Book Affair,Bookstore,Elgin Street,-37.797352770545274,144.9693607283613,18285,Carlton
The Book Grocer,Bookstore,140 Bourke St,-37.812641,144.969259,18132,Melbourne
The Book Grocer,Bookstore,165 Swanston Street,-37.813913,144.965694,18438,Melbourne
Robinsons Bookshop,Bookstore,The Glen Shopping Centre,-37.875887,145.166313,6220,Glen Waverley
The Book Grocer,Bookstore,287 Little Collins St,-37.814927,144.965139,18483,Melbourne
the book grocer,Bookstore,452 Sydney Road,-37.772369384765625,144.96495056152344,19254,
Book Affair,Bookstore,,-37.775397,144.960742,19520,
Inspiration Adult Book Store,Bookstore,,-37.85731200596345,144.99152721071488,16661,
Matilda's Books,Bookstore,15 Hamilton Pl.,-37.8761116,145.1276219,7476,Mt Waverley
The Book Grocer,Bookstore,201 Spencer St.,-37.81639,144.95261,19580,Docklands
The Book Grocer,Bookstore,452 Sydney Rd.,-37.76746,144.96228,19637,Brunswick
DUSA Business And Law Bookstore,College Bookstore,221,-37.85108282589254,145.10831731589124,6798,Burwood
The Book Grocer,Bookstore,147-149 Russell St,-37.81300678505016,144.9682491466126,18218,Melbourne
Victoria University Book Shop,College Bookstore,"Footscray Park Campus, Ballarat Rd",-37.793017314047184,144.89974780538554,5932,Footscray
Federation Square Book Market,Bookstore,Federation Square,-37.81722927084524,144.96933978173965,12456,Melbourne
The Book Grocer,Bookstore,,-37.81669,144.89159,6087,Yarraville
Book Grocer,Bookstore,Puckle street,-37.766983,144.922264,8231,Moonee Ponds
Seddon Book Alley,Bookstore,82 Charles St.,-37.80642,144.89109,5534,Footscray
Book and Paper,Bookstore,36 Douglas Pde.,-37.85779,144.89799,9656,Williamstown
